FIELD,ID,RA,DEC,r_petro,zb,zb_Min,zb_Max,PROB_GAL_new,SPIRAL,ELLIPTICAL,UNCERTAIN,simple_class
STRIPE82-0066,SPLUS.STRIPE82-0066.24958.griz,45.8249,0.9107,16.55,0.154,0.113,0.157,1.0,0,0,1,Se
STRIPE82-0066,SPLUS.STRIPE82-0066.26068.griz,45.1701,1.05,15.69,0.083,0.079,0.085,1.0,0,1,0,Ei
STRIPE82-0066,SPLUS.STRIPE82-0066.26361.griz,45.2021,1.044,16.72,0.023,0.018000000000000002,0.031,0.77,0,1,0,Er
STRIPE82-0066,SPLUS.STRIPE82-0066.27030.griz,45.29600000000001,1.0257,16.7,0.07,0.066,0.076,1.0,0,0,1,Er
STRIPE82-0066,SPLUS.STRIPE82-0066.27592.griz,45.5982,0.9795,14.83,0.068,0.066,0.07,1.0,1,0,0,SB
STRIPE82-0066,SPLUS.STRIPE82-0066.30368.griz,44.7982,0.9781,16.95,0.138,0.128,0.146,1.0,0,1,0,Er
STRIPE82-0066,SPLUS.STRIPE82-0066.34524.griz,45.4341,1.2586,16.27,0.27,0.263,0.273,0.64,0,0,1,Er
STRIPE82-0066,SPLUS.STRIPE82-0066.34833.griz,45.5327,1.2515,16.51,0.14400000000000002,0.099,0.156,1.0,0,0,1,Er
STRIPE82-0066,SPLUS.STRIPE82-0066.37227.griz,44.7549,1.1736,16.98,0.122,0.111,0.129,1.0,0,0,1,Ei
STRIPE82-0066,SPLUS.STRIPE82-0066.37634.griz,44.9736,1.1601,16.96,0.09,0.079,0.094,1.0,0,0,1,Ei
STRIPE82-0066,SPLUS.STRIPE82-0066.38564.griz,45.1961,1.1269,16.99,0.07400000000000001,0.069,0.079,1.0,0,0,1,Er
STRIPE82-0066,SPLUS.STRIPE82-0066.39083.griz,45.9793,1.1166,16.98,0.139,0.131,0.146,1.0,0,0,1,Ei
STRIPE82-0067,SPLUS.STRIPE82-0067.03855.griz,47.033,-1.2368,15.33,0.027000000000000003,0.022,0.027000000000000003,1.0,1,0,0,S
STRIPE82-0067,SPLUS.STRIPE82-0067.04950.griz,46.5493,-1.1832,15.5,0.039,0.036000000000000004,0.041,1.0,0,0,1,Ei
STRIPE82-0067,SPLUS.STRIPE82-0067.05027.griz,47.2143,-1.1733,16.82,0.136,0.117,0.14,1.0,0,0,1,Er
STRIPE82-0067,SPLUS.STRIPE82-0067.05058.griz,46.3372,-1.1737,16.73,0.091,0.085,0.118,1.0,1,0,0,S
STRIPE82-0067,SPLUS.STRIPE82-0067.06242.griz,46.7743,-1.1344,16.83,0.07200000000000001,0.065,0.105,0.99,1,0,0,Se
STRIPE82-0067,SPLUS.STRIPE82-0067.06526.griz,47.2433,-1.1055,16.87,0.122,0.091,0.13,1.0,0,0,1,Er
STRIPE82-0067,SPLUS.STRIPE82-0067.07035.griz,46.2724,-1.0873,16.59,0.061,0.055,0.066,1.0,0,0,1,Ei
STRIPE82-0067,SPLUS.STRIPE82-0067.07407.griz,46.2942,-1.0754,14.66,0.071,0.064,0.07400000000000001,1.0,1,0,0,SB
STRIPE82-0067,SPLUS.STRIPE82-0067.07539.griz,46.8033,-1.0657,16.08,0.073,0.071,0.077,1.0,1,0,0,Ei
STRIPE82-0067,SPLUS.STRIPE82-0067.07613.griz,46.674,-1.0615,16.89,0.064,0.054000000000000006,0.065,1.0,1,0,0,Ec
STRIPE82-0067,SPLUS.STRIPE82-0067.07982.griz,46.6957,-1.0451,16.9,0.127,0.111,0.131,1.0,0,0,1,Er
STRIPE82-0067,SPLUS.STRIPE82-0067.08064.griz,46.8937,-1.0494,15.33,0.061,0.058,0.063,1.0,0,0,1,Se
STRIPE82-0067,SPLUS.STRIPE82-0067.08295.griz,46.3611,-1.0314,16.83,0.123,0.116,0.13,1.0,0,0,1,Ei
STRIPE82-0067,SPLUS.STRIPE82-0067.08478.griz,46.8466,-1.0245,16.89,0.125,0.08900000000000001,0.132,1.0,0,0,1,Er
STRIPE82-0067,SPLUS.STRIPE82-0067.08616.griz,46.8845,-0.9645,13.19,0.037000000000000005,0.034,0.04,1.0,0,1,0,Ei
STRIPE82-0067,SPLUS.STRIPE82-0067.08678.griz,46.8474,-1.0198,16.47,0.091,0.086,0.1,1.0,0,1,0,Er
STRIPE82-0067,SPLUS.STRIPE82-0067.08924.griz,46.3325,-0.9708,14.49,0.045,0.033,0.094,1.0,1,0,0,Se
STRIPE82-0067,SPLUS.STRIPE82-0067.09167.griz,46.3047,-1.0063,15.89,0.047,0.043,0.052000000000000005,1.0,1,0,0,S
STRIPE82-0067,SPLUS.STRIPE82-0067.09198.griz,46.6277,-0.9946,16.61,0.127,0.113,0.13,1.0,0,0,1,Er
STRIPE82-0067,SPLUS.STRIPE82-0067.09286.griz,47.0262,-0.995,15.88,0.057,0.052000000000000005,0.063,1.0,0,0,1,Ei
STRIPE82-0067,SPLUS.STRIPE82-0067.09482.griz,46.8468,-0.9834,15.88,0.035,0.031,0.038,1.0,0,1,0,Er
STRIPE82-0067,SPLUS.STRIPE82-0067.09715.griz,46.5671,-0.9779,16.42,0.133,0.084,0.136,1.0,0,0,1,Ei
STRIPE82-0067,SPLUS.STRIPE82-0067.09798.griz,46.0993,-0.9762,16.68,0.028,0.022,0.028,1.0,1,0,0,Se
STRIPE82-0067,SPLUS.STRIPE82-0067.09864.griz,46.2127,-0.9704,16.73,0.141,0.115,0.146,1.0,1,0,0,S
STRIPE82-0067,SPLUS.STRIPE82-0067.10002.griz,47.0227,-0.9785,14.94,0.039,0.036000000000000004,0.041,1.0,0,0,1,Ei
STRIPE82-0067,SPLUS.STRIPE82-0067.10257.griz,46.4918,-0.9445,16.88,0.151,0.133,0.158,1.0,1,0,0,Ec
STRIPE82-0067,SPLUS.STRIPE82-0067.10590.griz,46.7261,-0.937,16.64,0.04,0.035,0.08199999999999999,1.0,0,0,1,Er
STRIPE82-0067,SPLUS.STRIPE82-0067.10626.griz,47.37600000000001,-0.9338,16.72,0.07400000000000001,0.067,0.08,1.0,0,0,1,Ei
STRIPE82-0067,SPLUS.STRIPE82-0067.10849.griz,46.9714,-0.9229,16.78,0.056,0.05,0.068,1.0,0,1,0,Er
STRIPE82-0067,SPLUS.STRIPE82-0067.10869.griz,47.0272,-0.9351,15.95,0.065,0.059,0.069,1.0,1,0,0,Se
STRIPE82-0067,SPLUS.STRIPE82-0067.10910.griz,46.6024,-0.9226,16.21,0.085,0.08,0.08800000000000001,1.0,0,0,1,Ei
STRIPE82-0067,SPLUS.STRIPE82-0067.11180.griz,47.2627,-0.9139,16.77,0.038,0.03,0.044,1.0,0,0,1,Ei
STRIPE82-0067,SPLUS.STRIPE82-0067.11215.griz,46.1639,-0.9016,16.89,0.068,0.062,0.07200000000000001,0.98,0,0,1,Ei
STRIPE82-0067,SPLUS.STRIPE82-0067.11364.griz,46.7186,-0.7946,12.07,0.14400000000000002,0.061,0.303,0.81,0,0,1,SB
STRIPE82-0067,SPLUS.STRIPE82-0067.11673.griz,47.3208,-0.9066,14.37,0.037000000000000005,0.033,0.039,1.0,0,1,0,Er
STRIPE82-0067,SPLUS.STRIPE82-0067.11843.griz,46.6927,-0.8851,15.51,0.065,0.035,0.07,1.0,1,0,0,S
STRIPE82-0067,SPLUS.STRIPE82-0067.11902.griz,47.0058,-0.8904,15.52,0.027000000000000003,0.022,0.028,0.99,0,0,1,SB
STRIPE82-0067,SPLUS.STRIPE82-0067.12925.griz,46.6125,-0.8468,15.14,0.029,0.024,0.032,1.0,0,0,1,Ei
STRIPE82-0067,SPLUS.STRIPE82-0067.13298.griz,46.1645,-0.8415,15.22,0.068,0.024,0.068,1.0,1,0,0,S
STRIPE82-0067,SPLUS.STRIPE82-0067.13623.griz,46.7492,-0.8114,16.65,0.045,0.042,0.063,1.0,0,0,1,SB
STRIPE82-0067,SPLUS.STRIPE82-0067.14138.griz,47.2478,-0.7933,16.5,0.044,0.039,0.045,1.0,0,0,1,Ei
STRIPE82-0067,SPLUS.STRIPE82-0067.14231.griz,47.0266,-0.79,16.1,0.032,0.03,0.034,1.0,1,0,0,S
STRIPE82-0067,SPLUS.STRIPE82-0067.14349.griz,46.9435,-0.7874,16.67,0.073,0.036000000000000004,0.07400000000000001,0.99,1,0,0,Ec
STRIPE82-0067,SPLUS.STRIPE82-0067.14699.griz,46.956,-0.7834,14.56,0.068,0.06,0.068,1.0,1,0,0,S
STRIPE82-0067,SPLUS.STRIPE82-0067.15102.griz,46.8291,-0.7505,15.57,0.035,0.029,0.038,1.0,0,0,1,Ei
STRIPE82-0067,SPLUS.STRIPE82-0067.15343.griz,47.2549,-0.7384,16.31,0.126,0.116,0.135,1.0,0,0,1,S
STRIPE82-0067,SPLUS.STRIPE82-0067.16007.griz,46.379,-0.7069,16.98,0.172,0.162,0.179,1.0,0,0,1,Er
STRIPE82-0067,SPLUS.STRIPE82-0067.16502.griz,47.2888,-0.6911,16.53,0.136,0.103,0.13699999999999998,1.0,0,0,1,Er
STRIPE82-0067,SPLUS.STRIPE82-0067.16565.griz,46.3918,-0.6905,16.79,0.07400000000000001,0.04,0.09,1.0,0,0,1,Er
STRIPE82-0067,SPLUS.STRIPE82-0067.16741.griz,46.4575,-0.6837,16.84,0.134,0.125,0.141,1.0,0,0,1,Ei
STRIPE82-0067,SPLUS.STRIPE82-0067.16763.griz,46.1366,-0.6813,15.79,0.053,0.049,0.056,1.0,0,1,0,Ei
STRIPE82-0067,SPLUS.STRIPE82-0067.17929.griz,46.1699,-0.1201,14.92,0.027000000000000003,0.023,0.056,1.0,1,0,0,S
STRIPE82-0067,SPLUS.STRIPE82-0067.18142.griz,46.7239,-0.1248,16.19,0.1173,0.083,0.135,1.0,0,0,1,Ec
STRIPE82-0067,SPLUS.STRIPE82-0067.18230.griz,46.5722,-0.14,15.94,0.128,0.121,0.132,1.0,0,1,0,Er
STRIPE82-0067,SPLUS.STRIPE82-0067.18344.griz,46.5897,-0.1371,16.74,0.11,0.103,0.13699999999999998,1.0,0,0,1,Er
STRIPE82-0067,SPLUS.STRIPE82-0067.18652.griz,46.5468,-0.1387,16.49,0.106,0.102,0.131,1.0,0,0,1,Er
STRIPE82-0067,SPLUS.STRIPE82-0067.18929.griz,46.9343,-0.1291,16.85,0.105,0.101,0.112,1.0,0,0,1,Ei
STRIPE82-0067,SPLUS.STRIPE82-0067.18940.griz,46.4508,-0.1768,13.87,0.068,0.059,0.069,0.99,1,0,0,S
STRIPE82-0067,SPLUS.STRIPE82-0067.18979.griz,46.4799,-0.1607,16.91,0.11,0.105,0.131,1.0,0,0,1,Er
STRIPE82-0067,SPLUS.STRIPE82-0067.19031.griz,46.4972,-0.1665,16.01,0.136,0.125,0.14300000000000002,1.0,1,0,0,Se
STRIPE82-0067,SPLUS.STRIPE82-0067.19065.griz,46.3785,-0.405,13.31,0.4417,0.025,0.867,1.0,0,1,0,Ei
STRIPE82-0067,SPLUS.STRIPE82-0067.19656.griz,46.6899,-0.1996,16.23,0.114,0.106,0.119,1.0,0,0,1,Er
STRIPE82-0067,SPLUS.STRIPE82-0067.20536.griz,47.3808,-0.2335,16.99,0.122,0.114,0.13,1.0,0,0,1,Er
STRIPE82-0067,SPLUS.STRIPE82-0067.20740.griz,46.6309,-0.2337,16.74,0.129,0.109,0.134,1.0,1,0,0,Ei
STRIPE82-0067,SPLUS.STRIPE82-0067.20765.griz,46.8522,-0.2465,16.69,0.117,0.102,0.121,1.0,1,0,0,Ei
STRIPE82-0067,SPLUS.STRIPE82-0067.20788.griz,46.9907,-0.2368,16.99,0.09,0.086,0.113,1.0,0,0,1,Er
STRIPE82-0067,SPLUS.STRIPE82-0067.20982.griz,46.347,-0.2421,14.85,0.029,0.02,0.028,1.0,0,0,1,S
STRIPE82-0067,SPLUS.STRIPE82-0067.21775.griz,46.8871,-0.2901,16.11,0.083,0.07200000000000001,0.086,1.0,1,0,0,SB
STRIPE82-0067,SPLUS.STRIPE82-0067.22315.griz,46.9164,-0.3041,15.83,0.0934,0.063,0.116,1.0,1,0,0,S
STRIPE82-0067,SPLUS.STRIPE82-0067.22638.griz,46.2926,-0.3149,14.71,0.036000000000000004,0.027000000000000003,0.038,1.0,1,0,0,SB
STRIPE82-0067,SPLUS.STRIPE82-0067.22768.griz,46.5605,-0.3443,15.0,0.071,0.068,0.071,1.0,0,0,1,Ei
STRIPE82-0067,SPLUS.STRIPE82-0067.23155.griz,46.5574,-0.3415,16.14,0.026,0.021,0.026,1.0,0,0,1,S
STRIPE82-0067,SPLUS.STRIPE82-0067.23204.griz,46.3314,-0.3448,15.37,0.017,0.013,0.026,1.0,1,0,0,Ei
STRIPE82-0067,SPLUS.STRIPE82-0067.24497.griz,46.4182,-0.4018,16.35,0.059,0.031,0.064,1.0,0,0,1,Ei
STRIPE82-0067,SPLUS.STRIPE82-0067.24678.griz,47.34,-0.408,16.11,0.047,0.047,0.058,1.0,1,0,0,Ei
STRIPE82-0067,SPLUS.STRIPE82-0067.24818.griz,46.6859,-0.4087,16.72,0.022,0.014,0.031,1.0,0,0,1,Ei
STRIPE82-0067,SPLUS.STRIPE82-0067.24975.griz,46.1809,-0.4271,15.83,0.032,0.027000000000000003,0.035,1.0,0,0,1,Ec
STRIPE82-0067,SPLUS.STRIPE82-0067.25215.griz,46.8026,-0.4283,16.85,0.16899999999999998,0.159,0.173,1.0,1,0,0,Se
STRIPE82-0067,SPLUS.STRIPE82-0067.25560.griz,47.0501,-0.4434,16.49,0.068,0.058,0.069,1.0,1,0,0,Ei
STRIPE82-0067,SPLUS.STRIPE82-0067.26830.griz,46.6602,-0.5099,14.45,0.024,0.022,0.026,1.0,0,1,0,Er
STRIPE82-0067,SPLUS.STRIPE82-0067.27307.griz,47.1817,-0.5262,16.07,0.067,0.044,0.069,1.0,1,0,0,S
STRIPE82-0067,SPLUS.STRIPE82-0067.27432.griz,47.2651,-0.5079,16.48,0.125,0.099,0.133,1.0,0,1,0,Ei
STRIPE82-0067,SPLUS.STRIPE82-0067.27520.griz,46.6365,-0.5608,14.97,0.061,0.056,0.064,1.0,0,0,1,Ei
STRIPE82-0067,SPLUS.STRIPE82-0067.27681.griz,46.5213,-0.534,15.78,0.034,0.028,0.037000000000000005,1.0,0,0,1,SB
STRIPE82-0067,SPLUS.STRIPE82-0067.28265.griz,47.1024,-0.5586,16.43,0.156,0.068,0.16,1.0,1,0,0,Se
STRIPE82-0067,SPLUS.STRIPE82-0067.28284.griz,46.6713,-0.555,15.19,0.026,0.023,0.028,1.0,0,1,0,Ei
STRIPE82-0067,SPLUS.STRIPE82-0067.28338.griz,46.7464,-0.5648,16.28,0.026,0.022,0.026,1.0,0,0,1,Ei
STRIPE82-0067,SPLUS.STRIPE82-0067.29310.griz,47.2326,-0.6005,16.93,0.069,0.063,0.233,1.0,1,0,0,Ec
STRIPE82-0067,SPLUS.STRIPE82-0067.30383.griz,46.4134,-0.6347,16.57,0.129,0.112,0.133,1.0,0,0,1,Ec
STRIPE82-0067,SPLUS.STRIPE82-0067.30773.griz,46.6859,-0.0241,16.6,0.112,0.107,0.128,1.0,0,0,1,Ei
STRIPE82-0067,SPLUS.STRIPE82-0067.30815.griz,47.1731,-0.0191,16.9,0.111,0.08800000000000001,0.138,1.0,1,0,0,Er
STRIPE82-0067,SPLUS.STRIPE82-0067.30851.griz,46.1523,-0.0375,14.14,0.02,0.019,0.031,1.0,0,0,1,Se
STRIPE82-0067,SPLUS.STRIPE82-0067.31342.griz,46.213,-0.0514,16.03,0.064,0.058,0.068,1.0,0,0,1,Ei
STRIPE82-0067,SPLUS.STRIPE82-0067.31826.griz,46.1448,-0.0866,16.77,0.028,0.021,0.03,1.0,0,0,1,Ei
STRIPE82-0067,SPLUS.STRIPE82-0067.31867.griz,46.8726,-0.0719,16.88,0.092,0.08199999999999999,0.103,1.0,1,0,0,Ei
STRIPE82-0067,SPLUS.STRIPE82-0067.32170.griz,46.6357,-0.0862,16.76,0.111,0.104,0.119,1.0,0,0,1,Er
STRIPE82-0068,SPLUS.STRIPE82-0068.01398.griz,46.6649,0.062,15.84,0.101,0.059,0.16399999999999998,0.97,0,0,1,Ei
STRIPE82-0068,SPLUS.STRIPE82-0068.02449.griz,47.2102,0.0959,16.01,0.139,0.134,0.14400000000000002,1.0,0,1,0,Er
STRIPE82-0068,SPLUS.STRIPE82-0068.02616.griz,47.1658,0.1114,16.96,0.16,0.14,0.163,1.0,0,0,1,SB
STRIPE82-0068,SPLUS.STRIPE82-0068.03022.griz,46.6273,0.1202,16.24,0.08199999999999999,0.077,0.084,1.0,0,0,1,Ei
STRIPE82-0068,SPLUS.STRIPE82-0068.03462.griz,46.718,0.1382,16.56,0.073,0.069,0.076,1.0,1,0,0,Se
STRIPE82-0068,SPLUS.STRIPE82-0068.04056.griz,46.7446,0.1426,15.31,0.08,0.076,0.08199999999999999,1.0,0,0,1,Ec
STRIPE82-0068,SPLUS.STRIPE82-0068.05272.griz,46.8852,0.2113,16.94,0.127,0.105,0.135,1.0,0,0,1,Ei
STRIPE82-0068,SPLUS.STRIPE82-0068.05869.griz,46.3266,0.2156,14.45,0.026,0.024,0.032,1.0,0,0,1,S
STRIPE82-0068,SPLUS.STRIPE82-0068.06798.griz,46.1154,0.2634,16.79,0.096,0.09,0.111,1.0,1,0,0,S
STRIPE82-0068,SPLUS.STRIPE82-0068.07370.griz,46.2376,0.2168,13.91,0.033,0.03,0.034,1.0,1,0,0,S
STRIPE82-0068,SPLUS.STRIPE82-0068.07561.griz,46.9461,0.2699,15.35,0.029,0.022,0.03,1.0,1,0,0,S
STRIPE82-0068,SPLUS.STRIPE82-0068.08201.griz,47.1209,0.3061,16.46,0.097,0.092,0.109,1.0,0,0,1,Ei
STRIPE82-0068,SPLUS.STRIPE82-0068.08812.griz,47.0459,0.3295,16.88,0.121,0.11,0.128,1.0,0,0,1,Ei
STRIPE82-0068,SPLUS.STRIPE82-0068.08828.griz,46.5822,0.3253,15.81,0.064,0.059,0.07,1.0,0,0,1,Ei
STRIPE82-0068,SPLUS.STRIPE82-0068.09150.griz,47.1254,0.3416,16.78,0.14400000000000002,0.139,0.149,1.0,0,0,1,Ei
STRIPE82-0068,SPLUS.STRIPE82-0068.09815.griz,46.07899999999999,0.3652,16.75,0.05,0.046,0.053,1.0,1,0,0,Ei
STRIPE82-0068,SPLUS.STRIPE82-0068.10052.griz,46.2857,0.3434,14.12,0.037000000000000005,0.035,0.043,1.0,1,0,0,S
STRIPE82-0068,SPLUS.STRIPE82-0068.11221.griz,46.0285,0.4055,15.17,0.059,0.056,0.062,1.0,0,0,1,Ei
STRIPE82-0068,SPLUS.STRIPE82-0068.11232.griz,46.8317,0.4166,16.99,0.085,0.07400000000000001,0.08900000000000001,1.0,0,0,1,Er
STRIPE82-0068,SPLUS.STRIPE82-0068.11403.griz,46.7218,0.3828,16.55,0.221,0.14800000000000002,0.231,1.0,0,0,1,Ei
STRIPE82-0068,SPLUS.STRIPE82-0068.11591.griz,47.1187,0.3877,14.75,0.066,0.041,0.066,1.0,1,0,0,S
STRIPE82-0068,SPLUS.STRIPE82-0068.12070.griz,46.5585,0.4378,15.81,0.078,0.073,0.08199999999999999,1.0,0,0,1,Ei
STRIPE82-0068,SPLUS.STRIPE82-0068.12587.griz,46.6485,0.4646,16.15,0.067,0.062,0.071,1.0,0,0,1,Ei
STRIPE82-0068,SPLUS.STRIPE82-0068.12848.griz,47.1018,0.4743,15.79,0.034,0.03,0.037000000000000005,1.0,0,0,1,Ei
STRIPE82-0068,SPLUS.STRIPE82-0068.12868.griz,47.0293,0.4562,15.22,0.026,0.024,0.028,1.0,1,0,0,S
STRIPE82-0068,SPLUS.STRIPE82-0068.13357.griz,46.4014,0.4601,14.75,0.059,0.056,0.061,1.0,1,0,0,S
STRIPE82-0068,SPLUS.STRIPE82-0068.14086.griz,46.9677,0.4764,14.75,0.034,0.028,0.036000000000000004,1.0,1,0,0,S
STRIPE82-0068,SPLUS.STRIPE82-0068.14588.griz,46.0744,0.5254,16.5,0.159,0.086,0.161,1.0,0,0,1,Ei
STRIPE82-0068,SPLUS.STRIPE82-0068.14897.griz,46.074,0.4744,14.81,0.121,0.117,0.122,1.0,1,0,0,S
STRIPE82-0068,SPLUS.STRIPE82-0068.15372.griz,47.1429,0.5509,14.9,0.036000000000000004,0.034,0.038,1.0,0,1,0,Ei
STRIPE82-0068,SPLUS.STRIPE82-0068.15606.griz,47.1101,0.5551,14.7,0.028,0.026,0.031,1.0,0,1,0,Ei
STRIPE82-0068,SPLUS.STRIPE82-0068.15813.griz,46.4072,0.573,16.44,0.142,0.136,0.14800000000000002,1.0,0,0,1,Er
STRIPE82-0068,SPLUS.STRIPE82-0068.15834.griz,46.1281,0.5816,16.84,0.063,0.059,0.07400000000000001,1.0,1,0,0,Ei
STRIPE82-0068,SPLUS.STRIPE82-0068.17137.griz,46.3848,0.6247,16.55,0.07400000000000001,0.07200000000000001,0.111,1.0,0,0,1,Ei
STRIPE82-0068,SPLUS.STRIPE82-0068.17144.griz,46.3987,0.6246,16.45,0.076,0.059,0.081,1.0,1,0,0,S
STRIPE82-0068,SPLUS.STRIPE82-0068.17365.griz,46.3165,0.6278,16.17,0.078,0.07400000000000001,0.081,1.0,0,1,0,Er
STRIPE82-0068,SPLUS.STRIPE82-0068.17389.griz,46.2605,0.6289,15.69,0.08,0.075,0.084,1.0,1,0,0,S
STRIPE82-0068,SPLUS.STRIPE82-0068.18189.griz,46.0113,0.6545,16.29,0.136,0.129,0.139,1.0,0,1,0,Er
STRIPE82-0068,SPLUS.STRIPE82-0068.19031.griz,47.1893,0.6749,16.2,0.141,0.13699999999999998,0.146,1.0,0,1,0,Er
STRIPE82-0068,SPLUS.STRIPE82-0068.20173.griz,47.1278,0.7229,16.64,0.153,0.14,0.156,1.0,0,0,1,Ei
STRIPE82-0068,SPLUS.STRIPE82-0068.20243.griz,46.472,0.6979,15.53,0.07,0.042,0.076,1.0,0,1,0,Er
STRIPE82-0068,SPLUS.STRIPE82-0068.20467.griz,47.3336,0.7329,15.54,0.08900000000000001,0.087,0.091,1.0,0,1,0,Er
STRIPE82-0068,SPLUS.STRIPE82-0068.21626.griz,47.1324,0.7793,16.84,0.135,0.109,0.138,1.0,0,0,1,Er
STRIPE82-0068,SPLUS.STRIPE82-0068.21774.griz,46.252,0.7836,16.96,0.156,0.149,0.16,1.0,0,0,1,Ei
STRIPE82-0068,SPLUS.STRIPE82-0068.22358.griz,47.3489,0.7989,16.88,0.13699999999999998,0.125,0.14,1.0,0,0,1,Er
STRIPE82-0068,SPLUS.STRIPE82-0068.23136.griz,46.0996,0.8305,16.94,0.13699999999999998,0.129,0.149,1.0,0,0,1,Ei
STRIPE82-0068,SPLUS.STRIPE82-0068.23500.griz,46.2128,0.8329,16.44,0.096,0.091,0.105,1.0,0,0,1,S
STRIPE82-0068,SPLUS.STRIPE82-0068.23601.griz,47.3174,0.8328,15.86,0.081,0.073,0.085,1.0,1,0,0,S
STRIPE82-0068,SPLUS.STRIPE82-0068.24055.griz,47.2649,0.8592,15.9,0.014,0.01,0.018000000000000002,1.0,1,0,0,Se
STRIPE82-0068,SPLUS.STRIPE82-0068.26354.griz,46.1077,1.0471,16.86,0.146,0.141,0.156,0.98,0,0,1,Ei
STRIPE82-0068,SPLUS.STRIPE82-0068.26413.griz,47.2911,1.0496,16.94,0.0487,0.028,0.063,1.0,0,0,1,Ei
STRIPE82-0068,SPLUS.STRIPE82-0068.28144.griz,46.9671,0.9957,16.37,0.125,0.08199999999999999,0.217,0.94,0,0,1,SB
STRIPE82-0068,SPLUS.STRIPE82-0068.28279.griz,46.313,0.9845,15.66,0.033,0.027000000000000003,0.036000000000000004,1.0,1,0,0,Se
STRIPE82-0068,SPLUS.STRIPE82-0068.28698.griz,46.0837,0.9769,16.69,0.125,0.12,0.133,1.0,1,0,0,Ei
STRIPE82-0068,SPLUS.STRIPE82-0068.33717.griz,46.1253,1.08,15.95,0.087,0.03,0.094,1.0,0,0,1,Er
STRIPE82-0068,SPLUS.STRIPE82-0068.35098.griz,46.1064,1.2559,16.15,0.08,0.075,0.083,1.0,0,0,1,Ei
STRIPE82-0068,SPLUS.STRIPE82-0068.35359.griz,47.3582,1.2494,16.95,0.13699999999999998,0.056,0.153,1.0,0,0,1,Ei
STRIPE82-0068,SPLUS.STRIPE82-0068.36211.griz,46.576,1.1953,16.71,0.021,0.019,0.024,1.0,0,0,1,S
STRIPE82-0068,SPLUS.STRIPE82-0068.38083.griz,46.2995,1.1591,16.16,0.104,0.099,0.107,1.0,0,1,0,Ei
STRIPE82-0068,SPLUS.STRIPE82-0068.39107.griz,46.2875,1.0934,14.2,0.031,0.029,0.063,1.0,1,0,0,Se
STRIPE82-0068,SPLUS.STRIPE82-0068.40780.griz,46.8742,1.0553,16.84,0.16699999999999998,0.165,0.191,1.0,0,1,0,Er
STRIPE82-0069,SPLUS.STRIPE82-0069.07091.griz,48.4785,-1.1133,16.03,0.06,0.054000000000000006,0.063,0.98,0,1,0,Er
STRIPE82-0069,SPLUS.STRIPE82-0069.08244.griz,47.8901,-1.0668,16.94,0.14800000000000002,0.131,0.157,1.0,0,0,1,S
STRIPE82-0069,SPLUS.STRIPE82-0069.08313.griz,48.4725,-1.0659999999999998,16.94,0.14300000000000002,0.138,0.158,1.0,0,0,1,Ei
STRIPE82-0069,SPLUS.STRIPE82-0069.08359.griz,48.6368,-1.0652,15.78,0.062,0.022,0.061,1.0,0,0,1,Ei
STRIPE82-0069,SPLUS.STRIPE82-0069.08412.griz,48.5149,-1.0597,16.26,0.06,0.055,0.064,1.0,0,1,0,Ei
STRIPE82-0069,SPLUS.STRIPE82-0069.08550.griz,48.1448,-1.0544,16.88,0.093,0.08900000000000001,0.108,1.0,0,0,1,Er
STRIPE82-0069,SPLUS.STRIPE82-0069.09811.griz,48.0535,-1.0619,13.82,0.021,0.017,0.023,1.0,0,1,0,Ei
STRIPE82-0069,SPLUS.STRIPE82-0069.09989.griz,48.6694,-1.0028,16.95,0.157,0.146,0.161,1.0,0,0,1,Ei
STRIPE82-0069,SPLUS.STRIPE82-0069.10106.griz,48.1966,-1.0228,15.47,0.087,0.083,0.114,1.0,0,0,1,Er
STRIPE82-0069,SPLUS.STRIPE82-0069.10968.griz,47.527,-0.9678,16.8,0.131,0.119,0.151,1.0,1,0,0,S
STRIPE82-0069,SPLUS.STRIPE82-0069.12935.griz,48.0834,-0.8961,16.12,0.07,0.068,0.07,0.99,0,0,1,Ei
STRIPE82-0069,SPLUS.STRIPE82-0069.14448.griz,47.6488,-0.8441,16.44,0.086,0.08199999999999999,0.091,1.0,1,0,0,Ec
STRIPE82-0069,SPLUS.STRIPE82-0069.15787.griz,48.4763,-0.802,15.64,0.032,0.029,0.037000000000000005,1.0,0,0,1,Ei
STRIPE82-0069,SPLUS.STRIPE82-0069.16645.griz,48.4512,-0.772,16.24,0.132,0.109,0.134,1.0,0,1,0,Er
STRIPE82-0069,SPLUS.STRIPE82-0069.16970.griz,48.1159,-0.8326,15.73,0.104,0.096,0.108,1.0,0,0,1,Ei
STRIPE82-0069,SPLUS.STRIPE82-0069.17782.griz,48.6761,-0.7411,14.67,0.058,0.055,0.062,1.0,1,0,0,S
STRIPE82-0069,SPLUS.STRIPE82-0069.18092.griz,47.7064,-0.7138,16.35,0.14400000000000002,0.129,0.152,1.0,1,0,0,S
STRIPE82-0069,SPLUS.STRIPE82-0069.18330.griz,47.8891,-0.7428,15.06,0.028,0.025,0.029,1.0,1,0,0,S
STRIPE82-0069,SPLUS.STRIPE82-0069.19889.griz,48.0033,-0.6511,16.98,0.21,0.192,0.244,0.99,0,0,1,Er
